pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"Kepler-1632 b","Transit",2016,"0.95 m Kepler Telescope",448.30355800,0.676200,2.470,0.220,6.66000,0.02100,2.430000,3.69000000000e+02
"Kepler-1639 b","Transit",2016,"0.95 m Kepler Telescope",9.87848200,0.093200,2.580,0.230,7.18000,0.02260,2.300000,1.00300000000e+03
"Kepler-208 e","Transit",2014,"0.95 m Kepler Telescope",16.25945800,0.132000,1.480,0.132,2.79000,0.00879,4.730000,8.80000000000e+02
"Kepler-209 c","Transit",2014,"0.95 m Kepler Telescope",41.74988200,0.231000,3.100,0.277,9.80000,0.03080,1.810000,4.86000000000e+02
"Kepler-1517 b","Transit",2016,"0.95 m Kepler Telescope",5.54608367,0.078000,9.760,0.871,68.70000,0.21600,0.406000,2.33600000000e+03
"Kepler-221 b","Transit",2014,"0.95 m Kepler Telescope",2.79590600,0.037000,1.710,0.153,3.57000,0.01120,3.920000,1.09000000000e+03
"Kepler-656 c","Transit",2023,"0.95 m Kepler Telescope",5.25449393,0.060200,1.410,0.136,2.57000,0.00809,5.040000,9.75000000000e+02
"Kepler-184 d","Transit",2014,"0.95 m Kepler Telescope",29.02235800,0.179000,2.490,0.222,6.76000,0.02130,2.410000,5.59000000000e+02
"CoRoT-7 c","Radial Velocity",2009,"0.27 m CoRoT Telescope",3.69800000,0.046000,2.830,0.253,8.40000,0.02643,2.040000,
"Kepler-1711 b","Transit",2021,"0.95 m Kepler Telescope",21.06080055,0.146300,1.923,0.172,4.36000,0.01370,3.370000,6.69000000000e+02
"Kepler-1630 b","Transit",2016,"0.95 m Kepler Telescope",509.99740200,1.121800,2.190,0.195,5.43000,0.01710,2.840000,1.82000000000e+02
"Kepler-769 b","Transit",2016,"0.95 m Kepler Telescope",7.42608998,0.077800,2.920,0.261,8.85000,0.02790,1.950000,1.03700000000e+03
"Kepler-241 c","Transit",2014,"0.95 m Kepler Telescope",36.06597800,0.189000,2.570,0.229,7.13000,0.02240,2.310000,3.97000000000e+02
"Kepler-1649 b","Transit",2017,"0.95 m Kepler Telescope",8.68909900,0.051400,1.017,0.091,1.03000,0.00325,5.380000,3.07000000000e+02
"Kepler-1653 b","Transit",2017,"0.95 m Kepler Telescope",140.25240000,0.470600,2.170,0.194,5.35000,0.01680,2.880000,2.84000000000e+02
"TOI-2236 b","Transit",2022,"0.1 m TESS Telescope",3.53159020,0.050090,14.370,1.282,502.16888,1.58000,0.930000,1.68800000000e+03
"TOI-2207 b","Transit",2022,"0.1 m TESS Telescope",8.00196800,0.085400,11.153,0.995,203.41018,0.64000,0.800000,1.25900000000e+03
"TOI-733 b","Transit",2023,"0.1 m TESS Telescope",4.88476500,0.061800,1.992,0.178,5.72000,0.01800,3.980000,1.05580000000e+03
"KELT-21 b","Transit",2018,"Mamiya 645 80mm f/1.9",3.61276470,0.052240,17.777,1.586,1242.71530,3.91000,1.240000,2.05100000000e+03
"TOI-1201 b","Transit",2021,"0.1 m TESS Telescope",2.49198630,0.028700,2.415,0.215,6.28000,0.01976,2.450000,7.03000000000e+02
"Kepler-191 d","Transit",2016,"0.95 m Kepler Telescope",5.94504102,0.059900,2.280,0.203,5.82000,0.01830,2.700000,8.57000000000e+02
"Kepler-650 b","Transit",2016,"0.95 m Kepler Telescope",3.03214559,0.042100,2.960,0.264,9.06000,0.02850,1.920000,1.50700000000e+03
"Kepler-1731 b","Transit",2021,"0.95 m Kepler Telescope",21.76129913,0.140100,2.933,0.262,8.92000,0.02810,1.940000,4.86000000000e+02
"Kepler-195 c","Transit",2014,"0.95 m Kepler Telescope",34.09686300,0.197000,1.550,0.138,3.02000,0.00951,4.460000,4.69000000000e+02
"Kepler-758 e","Transit",2016,"0.95 m Kepler Telescope",8.19347190,0.078500,1.530,0.136,2.96000,0.00930,4.540000,1.14400000000e+03
"TOI-2447 b","Transit",2024,"0.1 m TESS Telescope",69.33684000,0.347000,9.606,0.857,124.90656,0.39300,0.774000,4.14000000000e+02
"Kepler-242 c","Transit",2014,"0.95 m Kepler Telescope",14.49648100,0.109000,2.000,0.178,4.66000,0.01470,3.200000,6.13000000000e+02
"Kepler-1742 b","Transit",2021,"0.95 m Kepler Telescope",49.47819901,0.258700,2.178,0.194,5.38000,0.01690,2.860000,4.62000000000e+02
"KOI-984 c","Transit Timing Variations",2022,"0.95 m Kepler Telescope",21.51200000,0.146700,14.100,1.250,209.80000,0.66010,0.411000,5.97000000000e+02
"Kepler-1322 b","Transit",2016,"0.95 m Kepler Telescope",0.96286738,0.018300,1.610,0.144,3.22000,0.01010,4.240000,1.66600000000e+03
"KELT-23 A b","Transit",2019,"Mamiya 645 80mm f/1.9",2.25525100,0.033020,14.830,1.323,298.12454,0.93800,0.503000,1.56100000000e+03
"Kepler-1793 b","Transit",2021,"0.95 m Kepler Telescope",8.77999973,0.078700,3.790,0.338,13.80000,0.04340,1.390000,7.13000000000e+02
"Kepler-1880 b","Transit",2021,"0.95 m Kepler Telescope",6.30921984,0.054000,2.117,0.189,5.13000,0.01610,2.970000,6.06000000000e+02
"HD 216520 c","Radial Velocity",2020,"Multiple Telescopes",154.43000000,0.528000,3.030,0.271,9.44000,0.02970,1.860000,
"Kepler-1825 b","Transit",2021,"0.95 m Kepler Telescope",1.02586997,0.018700,1.422,0.127,2.61000,0.00821,4.990000,1.52000000000e+03
"Kepler-1798 b","Transit",2021,"0.95 m Kepler Telescope",16.85589981,0.108200,2.309,0.206,5.94000,0.01870,2.650000,4.08000000000e+02
"Kepler-1951 b","Transit",2021,"0.95 m Kepler Telescope",20.65780067,0.143500,2.321,0.207,6.00000,0.01890,2.640000,7.28000000000e+02
"Kepler-172 c","Transit",2014,"0.95 m Kepler Telescope",6.38899600,0.068000,2.860,0.255,8.55000,0.02690,2.010000,9.70000000000e+02
"TOI-2583 A b","Transit",2023,"0.1 m TESS Telescope",4.52072650,0.057100,14.460,1.290,79.45710,0.25000,0.144000,1.45600000000e+03
"Kepler-704 b","Transit",2016,"0.95 m Kepler Telescope",3.76182115,0.047000,2.610,0.233,7.32000,0.02300,2.260000,1.12100000000e+03
"Kepler-707 b","Transit",2016,"0.95 m Kepler Telescope",2.23749275,0.032500,1.330,0.119,2.33000,0.00733,5.440000,1.16000000000e+03
"Kepler-724 b","Transit",2016,"0.95 m Kepler Telescope",3.31494634,0.043300,3.290,0.294,10.80000,0.03410,1.670000,1.15500000000e+03
"Kepler-1678 b","Transit",2020,"0.95 m Kepler Telescope",147.97400000,0.530200,3.304,0.295,10.90000,0.03440,1.660000,3.29000000000e+02
"Kepler-567 b","Transit",2016,"0.95 m Kepler Telescope",16.54297375,0.122900,2.250,0.201,5.69000,0.01790,2.740000,6.11000000000e+02
"Kepler-327 c","Transit",2014,"0.95 m Kepler Telescope",5.21233300,0.047000,1.030,0.092,20.30000,0.06400,102.000000,5.37000000000e+02
"Kepler-322 b","Transit",2014,"0.95 m Kepler Telescope",1.65388800,0.027000,1.010,0.090,1.01000,0.00317,5.390000,1.37300000000e+03
"Kepler-313 b","Transit",2014,"0.95 m Kepler Telescope",14.97041800,0.125000,2.530,0.226,6.94000,0.02180,2.350000,8.83000000000e+02
"Kepler-301 d","Transit",2014,"0.95 m Kepler Telescope",13.75124300,0.112000,1.750,0.156,3.71000,0.01170,3.800000,7.25000000000e+02
"Kepler-296 f","Transit",2014,"0.95 m Kepler Telescope",63.33627000,0.255000,1.800,0.161,3.89000,0.01230,3.200000,2.74000000000e+02
"Kepler-338 e","Transit Timing Variations",2014,"0.95 m Kepler Telescope",9.34100000,0.089744,1.560,0.139,8.50000,0.02700,12.300000,1.14300000000e+03
"Kepler-411 c","Transit",2016,"0.95 m Kepler Telescope",7.83443500,0.073900,4.421,0.394,26.40000,0.08306,1.700000,8.38000000000e+02
"Kepler-301 b","Transit",2014,"0.95 m Kepler Telescope",2.50855300,0.036000,1.350,0.120,2.39000,0.00752,5.340000,1.27800000000e+03
"Kepler-275 b","Transit",2014,"0.95 m Kepler Telescope",10.30068200,0.098000,2.340,0.209,6.08000,0.01910,2.610000,1.01500000000e+03
"Kepler-285 b","Transit",2014,"0.95 m Kepler Telescope",2.63386700,0.036000,1.340,0.120,2.36000,0.00742,5.390000,1.13100000000e+03
"Kepler-287 b","Transit",2014,"0.95 m Kepler Telescope",20.34219900,0.145000,2.330,0.208,6.04000,0.01900,2.620000,6.67000000000e+02
"Kepler-288 b","Transit",2014,"0.95 m Kepler Telescope",6.09732600,0.065000,1.670,0.149,3.43000,0.01080,4.050000,1.19700000000e+03
